source,split,image,caption_1,caption_2,caption_3,caption_4,caption_5
NWPU,val,NWPU_28582.jpg,There are two tennis courts at the bottom of the picture .,Tennis court next to parking lot and lawn .,The tennis court is on the grass next to parking lot .,There are many cars in the parking lot next to the tennis courts .,The tennis courts are beside a green meadow and a parking lot .
NWPU,val,NWPU_28583.jpg,There are four tennis courts on the vacant lot .,Tennis court and swimming pool in the middle of a residential area surrounded by trees .,The tennis court is on the grass next to some buildings and trees .,There are many different shapes and sizes of buildings next to the tennis courts .,There are many green trees around the tennis court .
NWPU,val,NWPU_28584.jpg,"There are two tennis courts, one of which shows only a corner .",Tennis court surrounded by trees next to parking lot and lawn .,The tennis court is next to some trees and parking lot .,There are many cars in the parking lot next to the tennis courts .,There are some green trees and a parking lot beside the tennis court .
NWPU,val,NWPU_28585.jpg,A group of people are playing on different tennis courts .,Tennis court on the lawn next to the road and woods .,The tennis court is on the grass next to some trees and roads .,The tennis courts are surrounded by grass .,There are many green trees beside the tennis courts .
NWPU,val,NWPU_28586.jpg,There are two tennis courts on the rectangular playground .,"Buildings, Tennis courts and swimming pools are surrounded by trees, Next to the two-way street .",The tennis court is next to some buildings and trees .,There are many cars on the roads beside the tennis court .,There are some green trees beside the tennis court .
NWPU,val,NWPU_28587.jpg,Two rows of cars were parked beside the tennis court .,Tennis court on the lawn surrounded by trees .,The tennis court is on the grass next to some trees and roads .,A vacant lot is beside the tennis courts .,The tennis courts are on a green meadow .
NWPU,val,NWPU_28588.jpg,There is a tennis court in the playground .,Tennis court and swimming pool in the middle of a residential area surrounded by trees .,The tennis court is on the grass next to some buildings and trees .,There are many trees around the tennis court .,There are many green trees and some buildings near the tennis court .
NWPU,val,NWPU_28589.jpg,The tennis court was shadowed by streetlights .,Tennis court surrounded by trees surrounded by road .,The tennis court is on the grass next to some trees and roads .,The tennis court is surrounded by trees .,There are some green trees around the tennis court .
NWPU,val,NWPU_28590.jpg,There is a small tennis court on the vacant lot opposite the building .,"Tennis courts, Swimming pools and buildings surrounded by woods and lawns .",The tennis court is on the grass next to some buildings and trees .,Many trees are around the tennis court .,There are some green trees around the tennis court .
NWPU,val,NWPU_28591.jpg,There are two small tennis courts in blue and green .,Buildings and tennis courts on the lawn surrounded by trees .,The tennis court is on the grass next to some buildings and trees .,There are many cars on the roads beside the tennis court .,The tennis court is on a green meadow with some green trees .
NWPU,val,NWPU_28592.jpg,Several cars were parked haphazardly in the vacant lot next to the tennis court .,Neatly arranged tennis courts next to residential areas and parking lots .,The tennis court is on the bare land next to some buildings .,The tennis courts are surrounded by grass .,There are some buildings around the tennis courts .
NWPU,val,NWPU_28593.jpg,One side of the tennis court was shaded by the shade of a tree .,"Buildings, Swimming pools and tennis courts surrounded by trees .",The tennis court is on the grass next to some buildings and trees .,Many trees are around the tennis court .,There are some green trees and green lawns beside the tennis court .
NWPU,val,NWPU_28594.jpg,There are two blue and green tennis courts in the lower left corner .,There is a road distance between tennis courts and buildings on bare grass .,The tennis court is on the grass next to some trees and roads .,There are several roads beside the tennis courts .,The tennis court is beside a green meadow .
NWPU,val,NWPU_28595.jpg,There is a long blue and green tennis court in the picture .,Buildings and tennis courts are surrounded by woods .,The tennis court is on the grass next to some buildings and trees .,The tennis court is surrounded by trees .,There are many green trees around the tennis court .
